Unique ID,Name,Gender,Age,Rec ID,Source ID,Nationality,Nationality Status,Position Assigned,Salary,BU ID,Time to Hire,Onboarding Date,Termination Date,Termination Reason,Left,Experience,Job Satisfaction,Absenteesm,OvertimeHours,Bonus,Total Salary,Position Status
20190318,Candidate20190318,Male,53,Saksham,6,Brazil,Developing Country,Analyst,1101014,3,17,43669,43983,Retirement,Left,31,8,0.05,348,127717.624,1228731.624,Non Leadership Position
20190319,Candidate20190319,Male,37,Nirmit,6,India,Developing Country,Analyst,1130026,2,13,43610,44069,Better Opportunities,Left,12,7,0.05,360,135603.12,1265629.12,Non Leadership Position
20190324,Candidate20190324,Male,49,Nirmit,6,China,Developing Country,ED,1614635,3,12,43677,,,,26,8,0.06,331,178148.0617,1792783.062,Leadership Position
20190331,Candidate20190331,Male,24,Saksham,6,Japan,Developed Country,Associate,1278608,3,15,43690,44063,Better Opportunities,Left,2,8,0.04,342,145761.312,1424369.312,Non Leadership Position
20190336,Candidate20190336,Male,39,Hashim,6,China,Developing Country,Analyst,1016257,1,16,43738,,,,17,8,0.04,354,119918.326,1136175.326,Non Leadership Position
20190344,Candidate20190344,Male,53,Kashish,6,Japan,Developed Country,Analyst,1146490,1,16,43738,,,,30,8,0.06,326,124585.2467,1271075.247,Non Leadership Position
20190351,Candidate20190351,Male,26,Saksham,4,China,Developing Country,Analyst,1048201,2,13,43699,,,,4,8,0.09,337,117747.9123,1165948.912,Non Leadership Position
20190353,Candidate20190353,Male,47,Nirmit,6,USA,Developed Country,Analyst,1190478,2,16,43627,,,,25,7,0.04,352,139682.752,1330160.752,Non Leadership Position
20190358,Candidate20190358,Male,23,Saksham,6,Japan,Developed Country,Analyst,1100665,2,13,43618,,,,1,10,0.04,329,120706.2617,1221371.262,Non Leadership Position
20190360,Candidate20190360,Male,48,Hashim,6,Japan,Developed Country,Associate,1233170,4,14,43599,,,,25,10,0.07,324,133182.36,1366352.36,Non Leadership Position
20190362,Candidate20190362,Male,50,Nirmit,6,China,Developing Country,MD,1999079,3,14,43772,,,,24,8,0.07,325,216566.8917,2215645.892,Leadership Position
20190369,Candidate20190369,Male,39,Nirmit,4,USA,Developed Country,Analyst,1128786,3,13,43657,,,,13,7,0.09,341,128305.342,1257091.342,Non Leadership Position
20190371,Candidate20190371,Male,31,Hashim,6,Japan,Developed Country,Associate,1361958,1,16,43795,,,,7,8,0.09,330,149815.38,1511773.38,Non Leadership Position
20190373,Candidate20190373,Male,34,Saksham,6,Japan,Developed Country,Analyst,1055030,3,15,43503,,,,10,10,0.07,328,115349.9467,1170379.947,Non Leadership Position
20190381,Candidate20190381,Female,28,Nirmit,2,Brazil,Developing Country,Analyst,815695,4,12,43672,43950,Pay Disparity,Left,5,6,0.08,320,87007.46667,902702.4667,Non Leadership Position
20190382,Candidate20190382,Male,42,Kashish,6,Brazil,Developing Country,MD,1851485,1,12,43566,,,,17,10,0.06,300,185148.5,2036633.5,Leadership Position
20190391,Candidate20190391,Female,24,Hashim,6,Brazil,Developing Country,Analyst,809111,1,14,43771,,,,2,6,0.08,305,82259.61833,891370.6183,Non Leadership Position
20190395,Candidate20190395,Female,23,Khushi,6,China,Developing Country,Analyst,948432,3,15,43725,44164,Negative Work Culture,Left,1,8,0.11,309,97688.496,1046120.496,Non Leadership Position
20190396,Candidate20190396,Male,29,Saksham,6,Japan,Developed Country,Analyst,1037255,4,14,43756,,,,3,8,0.08,317,109603.2783,1146858.278,Non Leadership Position
20190403,Candidate20190403,Male,42,Khushi,6,Japan,Developed Country,Associate,1329074,2,17,43703,,,,17,9,0.04,337,149299.3127,1478373.313,Non Leadership Position
20190407,Candidate20190407,Male,43,Saksham,2,USA,Developed Country,Analyst,1059661,4,14,43760,,,,19,9,0.06,320,113030.5067,1172691.507,Non Leadership Position
20190408,Candidate20190408,Male,34,Nirmit,6,China,Developing Country,Analyst,1157122,4,14,43805,,,,12,9,0.05,355,136926.1033,1294048.103,Non Leadership Position
20190410,Candidate20190410,Male,53,Khushi,4,USA,Developed Country,Analyst,1141570,1,15,43701,,,,31,7,0.09,300,114157,1255727,Non Leadership Position
20190413,Candidate20190413,Male,25,Saksham,6,China,Developing Country,Analyst,1067902,1,12,43748,,,,3,8,0.05,317,112841.6447,1180743.645,Non Leadership Position
20190416,Candidate20190416,Female,28,Nirmit,6,USA,Developed Country,Analyst,860670,2,12,43562,44103,Pay Disparity,Left,5,7,0.08,303,86927.67,947597.67,Non Leadership Position
20190421,Candidate20190421,Male,53,Hashim,6,USA,Developed Country,Analyst,1199647,3,14,43627,,,,31,7,0.07,310,123963.5233,1323610.523,Non Leadership Position
20190423,Candidate20190423,Male,52,Hashim,6,China,Developing Country,Analyst,1071531,2,14,43601,,,,26,9,0.04,317,113225.109,1184756.109,Non Leadership Position
20190424,Candidate20190424,Female,27,Khushi,6,USA,Developed Country,Analyst,988746,4,13,43806,44154,Pay Disparity,Left,1,6,0.07,304,100192.928,1088938.928,Non Leadership Position
20190429,Candidate20190429,Male,33,Hashim,6,USA,Developed Country,Analyst,1116814,1,15,43499,,,,10,10,0.04,358,133273.1373,1250087.137,Non Leadership Position
20190440,Candidate20190440,Male,35,Kashish,6,USA,Developed Country,VP,2990746,5,13,43627,,,,10,8,0.07,332,330975.8907,3321721.891,Leadership Position
20190447,Candidate20190447,Male,46,Khushi,6,India,Developing Country,Analyst,1063321,3,13,43643,,,,20,10,0.07,312,110585.384,1173906.384,Non Leadership Position
20190455,Candidate20190455,Male,43,Khushi,6,Japan,Developed Country,Analyst,1107985,1,16,43610,,,,21,8,0.04,360,132958.2,1240943.2,Non Leadership Position
20190458,Candidate20190458,Male,29,Hashim,6,USA,Developed Country,Analyst,1181938,2,17,43636,,,,4,8,0.04,350,137892.7667,1319830.767,Non Leadership Position
20190464,Candidate20190464,Male,22,Nirmit,6,Brazil,Developing Country,Analyst,1045936,2,13,43649,,,,0,8,0.07,338,117842.1227,1163778.123,Non Leadership Position
20190468,Candidate20190468,Male,40,Kashish,6,Japan,Developed Country,Associate,1290896,3,13,43721,,,,18,10,0.07,332,142859.1573,1433755.157,Non Leadership Position
20190470,Candidate20190470,Male,34,Hashim,4,Japan,Developed Country,Analyst,1161915,2,12,43691,,,,8,8,0.09,312,120839.16,1282754.16,Non Leadership Position
20190474,Candidate20190474,Male,36,Khushi,6,USA,Developed Country,Analyst,1035540,4,14,43720,,,,12,8,0.05,339,117016.02,1152556.02,Non Leadership Position
20190475,Candidate20190475,Male,24,Nirmit,6,China,Developing Country,Analyst,1097903,3,13,43769,,,,2,7,0.04,318,116377.718,1214280.718,Non Leadership Position
20190478,Candidate20190478,Female,41,Hashim,4,China,Developing Country,ED,1498830,4,13,43511,,,,15,10,0.08,311,155378.71,1654208.71,Leadership Position
20190481,Candidate20190481,Male,24,Hashim,6,USA,Developed Country,Analyst,1037920,1,13,43536,,,,2,8,0.09,328,113479.2533,1151399.253,Non Leadership Position
20190484,Candidate20190484,Female,26,Hashim,1,Japan,Developed Country,Analyst,919037,3,13,43642,,,,4,7,0.09,314,96192.53933,1015229.539,Non Leadership Position
20190485,Candidate20190485,Male,28,Kashish,6,USA,Developed Country,Analyst,1112900,2,11,43545,,,,5,7,0.08,324,120193.2,1233093.2,Non Leadership Position
20190495,Candidate20190495,Male,43,Hashim,6,China,Developing Country,Analyst,1020663,4,13,43657,,,,17,8,0.07,323,109891.383,1130554.383,Non Leadership Position
20190496,Candidate20190496,Male,51,Nirmit,5,USA,Developed Country,Associate,1289553,1,11,43795,,,,25,9,0.04,323,138841.873,1428394.873,Non Leadership Position
20190497,Candidate20190497,Female,44,Nirmit,6,Japan,Developed Country,Associate,1019097,4,14,43549,,,,20,7,0.11,305,103608.195,1122705.195,Non Leadership Position
20190503,Candidate20190503,Male,36,Kashish,6,India,Developing Country,Analyst,1158058,4,16,43673,,,,14,7,0.05,335,129316.4767,1287374.477,Non Leadership Position
20190504,Candidate20190504,Male,25,Hashim,3,Japan,Developed Country,Analyst,1146746,4,15,43784,,,,3,10,0.09,300,114674.6,1261420.6,Non Leadership Position
20190505,Candidate20190505,Male,26,Nirmit,5,Japan,Developed Country,Analyst,1110154,1,13,43750,,,,4,8,0.08,330,122116.94,1232270.94,Non Leadership Position
20190508,Candidate20190508,Male,29,Hashim,6,Japan,Developed Country,Associate,1380305,1,12,43487,,,,3,10,0.08,329,151373.4483,1531678.448,Non Leadership Position
20190516,Candidate20190516,Male,45,Saksham,6,Japan,Developed Country,Analyst,1123755,2,11,43607,,,,22,9,0.09,333,124736.805,1248491.805,Non Leadership Position
20190519,Candidate20190519,Male,35,Hashim,6,India,Developing Country,Analyst,1039859,1,14,43731,,,,13,10,0.07,327,113344.631,1153203.631,Non Leadership Position
20190520,Candidate20190520,Male,54,Nirmit,6,USA,Developed Country,Associate,1265598,2,15,43675,,,,29,9,0.04,354,149340.564,1414938.564,Non Leadership Position
20190528,Candidate20190528,Male,51,Nirmit,6,Japan,Developed Country,Associate,1259913,2,12,43535,,,,28,7,0.05,351,147409.821,1407322.821,Non Leadership Position
20190530,Candidate20190530,Male,50,Saksham,6,Japan,Developed Country,Analyst,1179554,3,11,43789,,,,26,8,0.09,300,117955.4,1297509.4,Non Leadership Position
20190531,Candidate20190531,Female,23,Saksham,6,USA,Developed Country,Associate,1126009,3,15,43524,43973,Pay Disparity,Left,1,7,0.07,306,114852.918,1240861.918,Non Leadership Position
20190533,Candidate20190533,Female,25,Saksham,2,USA,Developed Country,Associate,1087140,4,16,43711,44020,Better Opportunities,Left,3,3,0.1,313,113424.94,1200564.94,Non Leadership Position
20190535,Candidate20190535,Male,34,Nirmit,6,Japan,Developed Country,Analyst,1055023,4,15,43641,,,,12,7,0.04,352,123789.3653,1178812.365,Non Leadership Position
20190536,Candidate20190536,Male,29,Saksham,6,Brazil,Developing Country,VP,2830930,5,14,43602,,,,3,8,0.09,335,316120.5167,3147050.517,Leadership Position
20190537,Candidate20190537,Male,49,Kashish,6,USA,Developed Country,Associate,1285905,1,13,43738,,,,23,8,0.08,323,138449.105,1424354.105,Non Leadership Position
20190539,Candidate20190539,Male,34,Saksham,6,USA,Developed Country,Associate,1335970,2,17,43517,,,,11,8,0.07,334,148737.9933,1484707.993,Non Leadership Position
20190540,Candidate20190540,Female,28,Kashish,6,Brazil,Developing Country,Associate,1146689,3,11,43691,43932,Better Opportunities,Left,3,4,0.09,302,115433.3593,1262122.359,Non Leadership Position
20190543,Candidate20190543,Male,52,Khushi,6,USA,Developed Country,Associate,1281601,3,13,43778,,,,30,8,0.07,332,141830.5107,1423431.511,Non Leadership Position
20190547,Candidate20190547,Male,33,Hashim,6,USA,Developed Country,Associate,1367477,4,13,43664,,,,8,9,0.04,338,154069.0753,1521546.075,Non Leadership Position
20190559,Candidate20190559,Male,25,Saksham,6,Japan,Developed Country,Associate,1215585,3,16,43713,,,,3,7,0.04,344,139387.08,1354972.08,Non Leadership Position
20190563,Candidate20190563,Female,49,Nirmit,6,USA,Developed Country,Associate,1088976,1,14,43660,44180,Pay Disparity,Left,25,6,0.07,305,110712.56,1199688.56,Non Leadership Position
20190564,Candidate20190564,Female,26,Kashish,5,China,Developing Country,Analyst,834895,1,12,43619,44095,Better Opportunities,Left,4,5,0.11,313,87107.37833,922002.3783,Non Leadership Position
20190565,Candidate20190565,Male,44,Hashim,3,India,Developing Country,MD,1994267,3,13,43582,,,,20,7,0.07,339,225352.171,2219619.171,Leadership Position
20190566,Candidate20190566,Male,44,Kashish,2,China,Developing Country,VP,2822901,5,14,43741,,,,21,8,0.09,329,309578.143,3132479.143,Leadership Position
20190583,Candidate20190583,Male,25,Kashish,6,Brazil,Developing Country,Analyst,1036035,3,16,43703,,,,3,7,0.06,347,119834.715,1155869.715,Non Leadership Position
20190588,Candidate20190588,Female,26,Kashish,5,Japan,Developed Country,Analyst,856717,1,15,43578,44061,Negative Work Culture,Left,4,4,0.1,314,89669.71267,946386.7127,Non Leadership Position
20190589,Candidate20190589,Female,29,Saksham,5,USA,Developed Country,Associate,1170399,2,15,43615,44001,Negative Work Culture,Left,6,3,0.11,314,122501.762,1292900.762,Non Leadership Position
20190594,Candidate20190594,Male,32,Nirmit,1,Japan,Developed Country,Analyst,1178083,2,15,43584,,,,8,8,0.05,333,130767.213,1308850.213,Non Leadership Position
20190600,Candidate20190600,Female,45,Khushi,6,USA,Developed Country,Associate,1082449,3,12,43556,44117,Negative Work Culture,Left,19,6,0.11,305,110048.9817,1192497.982,Non Leadership Position
20190602,Candidate20190602,Male,32,Nirmit,6,Japan,Developed Country,Analyst,1174909,3,16,43529,,,,8,7,0.04,301,117882.5363,1292791.536,Non Leadership Position
20190604,Candidate20190604,Male,51,Hashim,6,Japan,Developed Country,Analyst,1192255,4,13,43614,,,,27,7,0.07,329,130750.6317,1323005.632,Non Leadership Position
20190609,Candidate20190609,Male,48,Kashish,6,USA,Developed Country,Associate,1379008,4,14,43588,,,,24,8,0.05,306,140658.816,1519666.816,Non Leadership Position
20190622,Candidate20190622,Male,52,Nirmit,6,USA,Developed Country,Associate,1381651,1,14,43628,,,,29,7,0.09,300,138165.1,1519816.1,Non Leadership Position
20190624,Candidate20190624,Male,32,Hashim,6,Japan,Developed Country,Analyst,1073794,1,17,43649,,,,6,9,0.07,348,124560.104,1198354.104,Non Leadership Position
20190633,Candidate20190633,Female,29,Nirmit,6,Japan,Developed Country,Analyst,834869,2,16,43558,44177,Work Life Balance,Left,7,4,0.07,300,83486.9,918355.9,Non Leadership Position
20190637,Candidate20190637,Male,36,Saksham,6,Brazil,Developing Country,ED,1684405,4,15,43523,,,,11,7,0.09,301,169001.9683,1853406.968,Leadership Position
20190642,Candidate20190642,Male,49,Hashim,6,China,Developing Country,Analyst,1071100,2,12,43756,,,,25,10,0.05,305,108895.1667,1179995.167,Non Leadership Position
20190643,Candidate20190643,Female,24,Hashim,6,Japan,Developed Country,Associate,1041608,4,13,43753,43962,Negative Work Culture,Left,2,4,0.08,316,109716.0427,1151324.043,Non Leadership Position
20190644,Candidate20190644,Male,44,Hashim,6,Brazil,Developing Country,MD,1877382,2,13,43809,,,,22,8,0.09,345,215898.93,2093280.93,Leadership Position
20190649,Candidate20190649,Male,35,Hashim,6,China,Developing Country,Analyst,1035851,3,16,43520,,,,9,8,0.08,305,105311.5183,1141162.518,Non Leadership Position
20190651,Candidate20190651,Male,45,Saksham,6,Japan,Developed Country,Associate,1222059,1,15,43523,,,,23,7,0.05,306,124650.018,1346709.018,Non Leadership Position
20190659,Candidate20190659,Female,26,Hashim,6,India,Developing Country,Analyst,931664,2,15,43639,44048,Better Opportunities,Left,4,7,0.08,314,97514.16533,1029178.165,Non Leadership Position
20190665,Candidate20190665,Male,28,Khushi,6,USA,Developed Country,Associate,1376600,2,16,43590,,,,2,10,0.05,326,149590.5333,1526190.533,Non Leadership Position
20190668,Candidate20190668,Male,47,Nirmit,6,China,Developing Country,Analyst,1080718,1,11,43771,,,,23,9,0.04,300,108071.8,1188789.8,Non Leadership Position
20190670,Candidate20190670,Male,31,Saksham,6,Japan,Developed Country,Associate,1322739,2,15,43614,,,,8,9,0.04,316,139328.508,1462067.508,Non Leadership Position
20190677,Candidate20190677,Female,28,Khushi,6,Brazil,Developing Country,Associate,1106694,4,14,43490,,,,2,8,0.11,316,116571.768,1223265.768,Non Leadership Position
20190679,Candidate20190679,Male,41,Saksham,6,India,Developing Country,VP,2791328,5,17,43600,,,,16,9,0.09,304,282854.5707,3074182.571,Leadership Position
20190684,Candidate20190684,Male,36,Hashim,6,Japan,Developed Country,Associate,1330065,3,12,43711,,,,14,9,0.04,313,138770.115,1468835.115,Non Leadership Position
20190686,Candidate20190686,Female,26,Khushi,6,USA,Developed Country,Associate,1111476,3,15,43551,,,,4,7,0.07,302,111888.584,1223364.584,Non Leadership Position
20190688,Candidate20190688,Female,27,Saksham,6,USA,Developed Country,Associate,1189333,4,12,43545,,,,1,3,0.1,303,120122.633,1309455.633,Non Leadership Position
20190693,Candidate20190693,Male,35,Hashim,6,Japan,Developed Country,Associate,1274935,4,16,43606,,,,11,8,0.04,303,128768.435,1403703.435,Non Leadership Position
20190698,Candidate20190698,Male,48,Hashim,6,Japan,Developed Country,Analyst,1120838,3,14,43736,,,,22,10,0.08,331,123665.7927,1244503.793,Non Leadership Position
20190699,Candidate20190699,Male,46,Kashish,6,China,Developing Country,Analyst,1122086,2,15,43663,,,,24,9,0.06,340,127169.7467,1249255.747,Non Leadership Position
20190701,Candidate20190701,Female,29,Hashim,6,Japan,Developed Country,Analyst,979743,4,15,43770,43948,Work Life Balance,Left,3,8,0.09,318,103852.758,1083595.758,Non Leadership Position
20190703,Candidate20190703,Male,23,Kashish,6,USA,Developed Country,Associate,1328130,1,14,43490,,,,1,10,0.09,341,150964.11,1479094.11,Non Leadership Position
20190704,Candidate20190704,Male,38,Hashim,4,USA,Developed Country,Associate,1276804,2,14,43503,,,,14,10,0.05,350,148960.4667,1425764.467,Non Leadership Position
20190710,Candidate20190710,Male,28,Hashim,6,USA,Developed Country,Associate,1360549,3,13,43641,,,,5,10,0.04,342,155102.586,1515651.586,Non Leadership Position
20190711,Candidate20190711,Male,40,Kashish,6,Japan,Developed Country,Analyst,1014003,1,17,43568,,,,14,7,0.04,321,108498.321,1122501.321,Non Leadership Position
20190717,Candidate20190717,Female,22,Saksham,6,India,Developing Country,Analyst,980826,3,11,43679,,,,0,7,0.08,313,102332.846,1083158.846,Non Leadership Position
20190719,Candidate20190719,Male,24,Khushi,6,Japan,Developed Country,Analyst,1176212,2,11,43748,,,,2,7,0.08,345,135264.38,1311476.38,Non Leadership Position
20190722,Candidate20190722,Male,53,Nirmit,6,Japan,Developed Country,Analyst,1100574,3,13,43729,,,,27,7,0.06,339,124364.862,1224938.862,Non Leadership Position
20190723,Candidate20190723,Female,51,Saksham,6,Japan,Developed Country,VP,2415289,5,13,43511,,,,29,10,0.1,311,250384.9597,2665673.96,Leadership Position
20190724,Candidate20190724,Male,52,Saksham,6,USA,Developed Country,Associate,1369987,4,14,43550,,,,30,7,0.07,344,157091.8427,1527078.843,Non Leadership Position
20190730,Candidate20190730,Female,28,Nirmit,6,Japan,Developed Country,Analyst,854047,4,16,43750,,,,4,3,0.08,311,88536.20567,942583.2057,Non Leadership Position
20190731,Candidate20190731,Male,30,Kashish,6,USA,Developed Country,Associate,1300795,1,14,43627,,,,4,7,0.06,312,135282.68,1436077.68,Non Leadership Position
20190732,Candidate20190732,Male,42,Saksham,6,China,Developing Country,Associate,1266441,1,13,43573,,,,19,8,0.08,352,148595.744,1415036.744,Non Leadership Position
20190733,Candidate20190733,Female,25,Nirmit,2,Japan,Developed Country,Analyst,944230,1,14,43520,,,,3,5,0.07,310,97570.43333,1041800.433,Non Leadership Position
20190737,Candidate20190737,Male,33,Nirmit,6,Japan,Developed Country,Analyst,1066247,2,16,43804,,,,8,9,0.05,314,111600.5193,1177847.519,Non Leadership Position
20190740,Candidate20190740,Male,51,Hashim,6,USA,Developed Country,Associate,1201575,2,15,43634,,,,26,7,0.06,307,122961.175,1324536.175,Non Leadership Position
20190742,Candidate20190742,Male,40,Saksham,5,China,Developing Country,Associate,1248795,2,16,43546,,,,14,8,0.05,342,142362.63,1391157.63,Non Leadership Position
20190749,Candidate20190749,Male,31,Kashish,6,Japan,Developed Country,Analyst,1151016,3,12,43554,,,,7,8,0.06,308,118170.976,1269186.976,Non Leadership Position
20190751,Candidate20190751,Female,22,Nirmit,6,USA,Developed Country,Associate,1060130,3,13,43591,,,,0,3,0.08,313,110606.8967,1170736.897,Non Leadership Position
20190753,Candidate20190753,Female,22,Hashim,6,China,Developing Country,Associate,1144874,3,13,43755,,,,0,6,0.09,304,116013.8987,1260887.899,Non Leadership Position
20190761,Candidate20190761,Male,27,Kashish,6,Japan,Developed Country,Analyst,1154447,4,16,43652,,,,4,10,0.08,349,134300.6677,1288747.668,Non Leadership Position
20190764,Candidate20190764,Male,35,Kashish,6,USA,Developed Country,Associate,1317645,4,14,43682,,,,13,7,0.06,312,137035.08,1454680.08,Non Leadership Position
20190766,Candidate20190766,Female,29,Hashim,6,Brazil,Developing Country,Analyst,810085,4,11,43678,,,,7,6,0.09,311,83978.81167,894063.8117,Non Leadership Position
20190767,Candidate20190767,Male,53,Khushi,6,Japan,Developed Country,Analyst,1162412,1,16,43492,44122,Retirement,Left,30,7,0.06,301,116628.6707,1279040.671,Non Leadership Position
20190779,Candidate20190779,Male,30,Kashish,6,Brazil,Developing Country,Associate,1251780,1,14,43716,,,,5,10,0.09,326,136026.76,1387806.76,Non Leadership Position
20190780,Candidate20190780,Male,38,Khushi,6,Brazil,Developing Country,MD,1985503,3,12,43499,,,,16,7,0.09,338,223700.0047,2209203.005,Leadership Position
20190782,Candidate20190782,Male,39,Khushi,6,USA,Developed Country,Associate,1281772,1,15,43536,,,,16,7,0.09,301,128604.4573,1410376.457,Non Leadership Position
20190783,Candidate20190783,Male,31,Saksham,1,Japan,Developed Country,Analyst,1091521,2,12,43774,,,,9,7,0.04,340,123705.7133,1215226.713,Non Leadership Position
20190786,Candidate20190786,Male,47,Saksham,6,USA,Developed Country,Associate,1395817,2,13,43578,,,,23,8,0.04,316,147026.0573,1542843.057,Non Leadership Position
20190792,Candidate20190792,Male,36,Saksham,6,Japan,Developed Country,Analyst,1063010,3,14,43594,,,,13,10,0.07,317,112324.7233,1175334.723,Non Leadership Position
20190795,Candidate20190795,Male,34,Nirmit,6,USA,Developed Country,Analyst,1047090,3,16,43723,,,,10,9,0.04,341,119019.23,1166109.23,Non Leadership Position
20190796,Candidate20190796,Male,44,Kashish,6,Japan,Developed Country,Analyst,1086542,4,14,43791,,,,19,10,0.06,337,122054.8847,1208596.885,Non Leadership Position
20190800,Candidate20190800,Male,42,Kashish,3,China,Developing Country,Associate,1379255,4,12,43640,,,,19,8,0.04,354,162752.09,1542007.09,Non Leadership Position
20190803,Candidate20190803,Female,25,Saksham,3,Brazil,Developing Country,Analyst,810465,1,13,43586,,,,3,3,0.09,316,85368.98,895833.98,Non Leadership Position
20190806,Candidate20190806,Male,46,Kashish,6,Japan,Developed Country,Analyst,1060667,1,12,43635,,,,20,10,0.06,355,125512.2617,1186179.262,Non Leadership Position
20190810,Candidate20190810,Female,26,Nirmit,6,USA,Developed Country,Associate,1157218,3,16,43688,,,,4,4,0.1,312,120350.672,1277568.672,Non Leadership Position
20190811,Candidate20190811,Male,38,Kashish,6,Japan,Developed Country,Analyst,1118093,2,12,43660,,,,12,7,0.06,351,130816.881,1248909.881,Non Leadership Position
20190814,Candidate20190814,Male,33,Hashim,6,China,Developing Country,Associate,1382334,1,15,43487,,,,8,8,0.05,303,139615.734,1521949.734,Non Leadership Position
20190824,Candidate20190824,Female,22,Nirmit,5,China,Developing Country,Associate,1113181,2,14,43541,,,,0,4,0.11,306,113544.462,1226725.462,Non Leadership Position
20190826,Candidate20190826,Female,27,Nirmit,6,Japan,Developed Country,Analyst,944388,3,12,43594,,,,1,4,0.07,317,99790.332,1044178.332,Non Leadership Position
20190833,Candidate20190833,Male,34,Nirmit,6,USA,Developed Country,Analyst,1023484,4,12,43538,,,,11,10,0.05,328,111900.9173,1135384.917,Non Leadership Position
20190839,Candidate20190839,Female,22,Nirmit,6,Japan,Developed Country,Analyst,997249,4,12,43741,,,,0,7,0.08,302,100389.7327,1097638.733,Non Leadership Position
20190843,Candidate20190843,Female,28,Khushi,1,Japan,Developed Country,Analyst,921844,1,14,43773,,,,4,4,0.07,318,97715.464,1019559.464,Non Leadership Position
20190846,Candidate20190846,Female,52,Hashim,6,India,Developing Country,MD,1689573,4,12,43773,,,,26,6,0.1,301,169520.491,1859093.491,Leadership Position
20190852,Candidate20190852,Male,39,Kashish,6,Japan,Developed Country,Analyst,1000767,3,13,43693,,,,14,7,0.08,305,101744.645,1102511.645,Non Leadership Position
20190853,Candidate20190853,Male,27,Nirmit,6,India,Developing Country,Analyst,1148897,4,14,43674,,,,5,10,0.06,312,119485.288,1268382.288,Non Leadership Position
20190854,Candidate20190854,Male,49,Hashim,6,Japan,Developed Country,Analyst,1127530,4,14,43543,,,,23,9,0.09,326,122524.9267,1250054.927,Non Leadership Position
20190855,Candidate20190855,Male,53,Saksham,6,Japan,Developed Country,Analyst,1104850,1,13,43778,,,,30,10,0.07,340,125216.3333,1230066.333,Non Leadership Position
20190856,Candidate20190856,Male,51,Khushi,6,Brazil,Developing Country,MD,1873824,4,12,43752,,,,29,10,0.09,315,196751.52,2070575.52,Leadership Position
20190857,Candidate20190857,Male,25,Hashim,6,China,Developing Country,Associate,1241456,3,15,43786,,,,3,10,0.05,358,148147.0827,1389603.083,Non Leadership Position
20190860,Candidate20190860,Male,52,Kashish,5,USA,Developed Country,Analyst,1083125,2,14,43563,,,,27,7,0.04,330,119143.75,1202268.75,Non Leadership Position
20190867,Candidate20190867,Male,40,Kashish,4,India,Developing Country,ED,1605310,3,13,43537,,,,17,9,0.04,326,174443.6867,1779753.687,Leadership Position
20190869,Candidate20190869,Male,46,Nirmit,6,Japan,Developed Country,Analyst,1028959,2,15,43521,,,,23,9,0.04,346,118673.2713,1147632.271,Non Leadership Position
20190871,Candidate20190871,Male,38,Khushi,6,Japan,Developed Country,Analyst,1099416,3,16,43491,,,,13,7,0.08,340,124600.48,1224016.48,Non Leadership Position
20190873,Candidate20190873,Female,26,Khushi,6,USA,Developed Country,Analyst,969221,3,13,43655,,,,4,5,0.07,300,96922.1,1066143.1,Non Leadership Position
20190874,Candidate20190874,Male,23,Saksham,6,Japan,Developed Country,Associate,1233851,1,14,43613,,,,1,10,0.08,328,134901.0427,1368752.043,Non Leadership Position
20190875,Candidate20190875,Male,51,Saksham,6,Japan,Developed Country,Associate,1238618,2,16,43769,,,,29,9,0.09,351,144918.306,1383536.306,Non Leadership Position
20190880,Candidate20190880,Male,37,Nirmit,6,USA,Developed Country,Analyst,1104194,4,15,43711,,,,11,7,0.08,350,128822.6333,1233016.633,Non Leadership Position
20190881,Candidate20190881,Male,29,Khushi,6,China,Developing Country,Associate,1342453,4,13,43621,,,,7,8,0.07,325,145432.4083,1487885.408,Non Leadership Position
20190883,Candidate20190883,Female,36,Hashim,6,China,Developing Country,MD,1684518,4,14,43797,,,,14,3,0.11,318,178558.908,1863076.908,Leadership Position
20190893,Candidate20190893,Male,28,Kashish,6,India,Developing Country,Analyst,1017386,1,15,43609,,,,4,9,0.08,352,119373.2907,1136759.291,Non Leadership Position
20190894,Candidate20190894,Male,34,Kashish,6,China,Developing Country,Associate,1285955,1,14,43572,,,,11,9,0.05,338,144884.2633,1430839.263,Non Leadership Position
20190899,Candidate20190899,Male,39,Khushi,1,USA,Developed Country,Analyst,1182772,1,17,43649,,,,15,9,0.05,306,120642.744,1303414.744,Non Leadership Position
20190901,Candidate20190901,Male,47,Kashish,6,India,Developing Country,ED,1765175,4,13,43657,,,,25,8,0.08,303,178282.675,1943457.675,Leadership Position
20190906,Candidate20190906,Male,48,Kashish,6,USA,Developed Country,Analyst,1095470,2,12,43591,,,,23,7,0.04,326,119041.0733,1214511.073,Non Leadership Position
20190911,Candidate20190911,Male,44,Khushi,4,India,Developing Country,Associate,1373067,1,14,43622,,,,22,10,0.08,351,160648.839,1533715.839,Non Leadership Position
20190912,Candidate20190912,Male,45,Nirmit,3,Japan,Developed Country,Associate,1378429,3,12,43679,,,,22,10,0.06,300,137842.9,1516271.9,Non Leadership Position
20190914,Candidate20190914,Male,54,Khushi,6,India,Developing Country,Associate,1290386,2,12,43772,44053,Retirement,Left,31,8,0.09,315,135490.53,1425876.53,Non Leadership Position
20190932,Candidate20190932,Male,37,Hashim,6,USA,Developed Country,Analyst,1166557,3,13,43538,,,,12,10,0.05,330,128321.27,1294878.27,Non Leadership Position
